model,estimand_class,variable,status,coefficient_pp,se_pp,statistic,p_two_sided_approx,ci95_low_pp,ci95_high_pp,covariance,n,rank,fixed_effects,clusters,drop_reason
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_eval_clearly_worse_opps,estimated,1.1043008945595307,1.125627220305912,0.9810538290460094,0.32656619725292885,-1.1018879172579896,3.310489706377051,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_fair_opps,estimated,-0.19817012320631378,0.7794994110034731,-0.2542274187881725,0.7993198691750716,-1.725960894743306,1.3296206483306785,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_total_opps,estimated,-0.2872243800076877,0.5080985009250282,-0.5652927128987313,0.5718746843890605,-1.2830791424195342,0.7086303824041589,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,account_age_days_at_query,estimated,0.05095458795045499,0.03708777579061521,1.3738917167243196,0.16947530156836219,-0.021736116865847352,0.12364529276675733,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,days_since_seen_at_query,estimated,-0.06693810726413629,0.011562197681764088,-5.7893930813612675,7.064120585686942e-09,-0.08959959830252641,-0.044276616225746177,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,log_playtime_total,estimated,0.279892718478834,0.05227983415599022,5.353741514246252,8.615391006245258e-08,0.1774261264153662,0.3823593105423018,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,account_age_days_at_query__missing,estimated,0.16736764096069834,0.11101450992233486,1.5076195091775644,0.13165193669594785,-0.05021680024844247,0.3849520821698391,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,play_time_total_seconds__missing,estimated,-0.623491967815216,0.11729714753685154,-5.315491304844663,1.063699294450735e-07,-0.8533901524767261,-0.39359378315370586,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,share_eval_disconnected_better,estimated,-0.09821112642764174,0.12126431511058137,-0.8098930533527745,0.4180016446855768,-0.3358848166542975,0.139462563799014,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,share_eval_roughly_equal,estimated,-0.02239243099686483,0.18495834961379146,-0.12106742433430069,0.9036376309592746,-0.3849041348798639,0.34011927288613425,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,share_eval_modestly_worse,estimated,0.09575838575704254,0.1863969231549662,0.5137337255155826,0.607438169325226,-0.2695728704557713,0.46108964196985636,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,share_eval_clearly_worse,estimated,-0.8159967071091754,0.6964089631939928,-1.1717205697162603,0.2413092617869939,-2.180933193480281,0.5489397792619306,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,mean_eval_capped600,estimated,-0.20627118087095697,0.16208571073331615,-1.2726055858825231,0.2031580354415901,-0.5239533363168338,0.11141097457491994,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,share_fair_nonnegative,estimated,-0.0289429737109006,0.02208465432371075,-1.3105468297878926,0.19001091286725152,-0.07222810079639046,0.014342153374589259,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,panel_mean_draw_payoff_fair,estimated,0.004119126773041191,0.0054717887266162776,0.7527934609398625,0.45157403682704,-0.006605382062138997,0.014843635608221379,HC1,100904,46,match_cell,,
five_bin_chooser_min4_full_HC1,postcertification_secondary,panel_mean_win_premium_fair,estimated,-0.006337934529171307,0.005273822431140571,-1.2017724547848685,0.22945170034486062,-0.016674436555066296,0.003998567496723681,HC1,100904,46,match_cell,,
